actual,status,risk_score,risk_level
warezmaster,NORMAL,23.44,LOW
neptune,ANOMALY,74.78,HIGH
processtable,ANOMALY,75.94,HIGH
warezmaster,NORMAL,25.86,LOW
warezmaster,NORMAL,36.8,MEDIUM
normal,NORMAL,11.92,LOW
mailbomb,NORMAL,21.78,LOW
neptune,ANOMALY,82.43,HIGH
normal,NORMAL,9.25,LOW
normal,NORMAL,1.04,LOW
guess_passwd,NORMAL,9.42,LOW
normal,NORMAL,31.01,MEDIUM
normal,NORMAL,4.04,LOW
satan,ANOMALY,95.13,HIGH
guess_passwd,NORMAL,11.63,LOW
normal,NORMAL,1.68,LOW
normal,NORMAL,5.87,LOW
normal,NORMAL,48.56,MEDIUM
neptune,ANOMALY,81.54,HIGH
neptune,ANOMALY,76.11,HIGH
satan,ANOMALY,62.93,MEDIUM
neptune,ANOMALY,81.67,HIGH
smurf,ANOMALY,52.56,MEDIUM
neptune,ANOMALY,81.23,HIGH
normal,NORMAL,2.81,LOW
normal,NORMAL,1.32,LOW
normal,ANOMALY,88.3,HIGH
back,NORMAL,18.62,LOW
snmpgetattack,NORMAL,30.69,MEDIUM
snmpguess,NORMAL,26.6,LOW
normal,NORMAL,8.21,LOW
normal,NORMAL,5.52,LOW
guess_passwd,NORMAL,48.04,MEDIUM
ipsweep,NORMAL,51.57,MEDIUM
back,NORMAL,25.95,LOW
normal,NORMAL,26.51,LOW
guess_passwd,NORMAL,10.05,LOW
normal,NORMAL,1.86,LOW
neptune,ANOMALY,82.04,HIGH
neptune,ANOMALY,85.97,HIGH
httptunnel,ANOMALY,62.26,MEDIUM
normal,NORMAL,0.43,LOW
neptune,ANOMALY,74.71,HIGH
neptune,ANOMALY,85.72,HIGH
normal,NORMAL,21.52,LOW
warezmaster,NORMAL,31.04,MEDIUM
normal,NORMAL,0.43,LOW
normal,NORMAL,1.01,LOW
neptune,ANOMALY,81.79,HIGH
normal,NORMAL,1.85,LOW
normal,NORMAL,2.24,LOW
normal,NORMAL,0.39,LOW
normal,NORMAL,5.65,LOW
neptune,ANOMALY,74.94,HIGH
satan,ANOMALY,62.94,MEDIUM
normal,NORMAL,0.47,LOW
normal,NORMAL,19.85,LOW
normal,NORMAL,5.94,LOW
satan,ANOMALY,94.16,HIGH
portsweep,ANOMALY,71.23,HIGH
neptune,ANOMALY,87.37,HIGH
processtable,NORMAL,44.4,MEDIUM
normal,NORMAL,1.06,LOW
guess_passwd,NORMAL,21.82,LOW
normal,NORMAL,1.61,LOW
guess_passwd,NORMAL,23.05,LOW
guess_passwd,NORMAL,10.45,LOW
processtable,ANOMALY,66.79,MEDIUM
processtable,NORMAL,38.01,MEDIUM
warezmaster,NORMAL,25.41,LOW
saint,ANOMALY,53.22,MEDIUM
normal,NORMAL,1.15,LOW
normal,NORMAL,18.04,LOW
back,NORMAL,17.4,LOW
mscan,ANOMALY,67.52,MEDIUM
normal,NORMAL,3.57,LOW
warezmaster,NORMAL,34.64,MEDIUM
normal,NORMAL,9.27,LOW
normal,NORMAL,26.75,LOW
normal,NORMAL,0.89,LOW
normal,NORMAL,9.46,LOW
neptune,ANOMALY,80.5,HIGH
processtable,NORMAL,50.95,MEDIUM
neptune,ANOMALY,86.81,HIGH
warezmaster,NORMAL,31.45,MEDIUM
normal,NORMAL,1.95,LOW
normal,ANOMALY,64.44,MEDIUM
guess_passwd,NORMAL,9.86,LOW
neptune,ANOMALY,80.83,HIGH
normal,NORMAL,0.92,LOW
satan,ANOMALY,92.42,HIGH
normal,NORMAL,2.13,LOW
normal,NORMAL,0.9,LOW
neptune,ANOMALY,81.85,HIGH
normal,NORMAL,26.39,LOW
normal,NORMAL,0.92,LOW
apache2,ANOMALY,57.8,MEDIUM
normal,NORMAL,2.36,LOW
neptune,ANOMALY,86.14,HIGH
satan,ANOMALY,67.05,MEDIUM
processtable,NORMAL,45.87,MEDIUM
neptune,ANOMALY,82.73,HIGH
mscan,ANOMALY,86.6,HIGH
neptune,ANOMALY,82.28,HIGH
saint,ANOMALY,53.29,MEDIUM
snmpguess,NORMAL,26.37,LOW
neptune,ANOMALY,74.21,HIGH
neptune,ANOMALY,75.3,HIGH
warezmaster,NORMAL,50.57,MEDIUM
neptune,ANOMALY,81.72,HIGH
saint,ANOMALY,92.97,HIGH
normal,NORMAL,0.79,LOW
saint,ANOMALY,94.19,HIGH
normal,NORMAL,3.25,LOW
normal,NORMAL,19.78,LOW
neptune,ANOMALY,81.46,HIGH
warezmaster,NORMAL,44.68,MEDIUM
normal,NORMAL,2.12,LOW
neptune,ANOMALY,82.09,HIGH
normal,NORMAL,9.56,LOW
neptune,ANOMALY,81.98,HIGH
neptune,ANOMALY,85.28,HIGH
neptune,ANOMALY,86.98,HIGH
neptune,ANOMALY,80.68,HIGH
normal,NORMAL,1.09,LOW
normal,NORMAL,1.58,LOW
normal,NORMAL,18.22,LOW
neptune,ANOMALY,81.24,HIGH
normal,NORMAL,0.72,LOW
normal,NORMAL,1.85,LOW
normal,NORMAL,2.26,LOW
mscan,ANOMALY,78.84,HIGH
guess_passwd,NORMAL,10.76,LOW
normal,NORMAL,16.84,LOW
mscan,ANOMALY,79.11,HIGH
normal,NORMAL,11.63,LOW
neptune,ANOMALY,76.34,HIGH
satan,ANOMALY,66.01,MEDIUM
neptune,ANOMALY,76.03,HIGH
neptune,ANOMALY,81.3,HIGH
normal,NORMAL,1.05,LOW
normal,NORMAL,0.43,LOW
normal,NORMAL,13.1,LOW
neptune,ANOMALY,80.32,HIGH
snmpguess,NORMAL,26.75,LOW
back,NORMAL,16.95,LOW
normal,NORMAL,0.28,LOW
neptune,ANOMALY,85.27,HIGH
warezmaster,NORMAL,33.1,MEDIUM
warezmaster,NORMAL,25.94,LOW
normal,NORMAL,19.44,LOW
normal,NORMAL,0.67,LOW
warezmaster,NORMAL,31.19,MEDIUM
neptune,ANOMALY,85.49,HIGH
neptune,ANOMALY,80.6,HIGH
normal,NORMAL,46.76,MEDIUM
mscan,NORMAL,43.72,MEDIUM
normal,NORMAL,26.7,LOW
normal,NORMAL,0.24,LOW
mscan,ANOMALY,69.04,MEDIUM
normal,NORMAL,0.24,LOW
httptunnel,NORMAL,40.76,MEDIUM
normal,NORMAL,0.27,LOW
normal,NORMAL,17.95,LOW
normal,NORMAL,29.3,LOW
warezmaster,NORMAL,24.9,LOW
neptune,ANOMALY,86.25,HIGH
neptune,ANOMALY,76.73,HIGH
neptune,ANOMALY,81.31,HIGH
normal,NORMAL,4.97,LOW
mscan,ANOMALY,80.31,HIGH
saint,ANOMALY,93.69,HIGH
satan,ANOMALY,95.18,HIGH
normal,NORMAL,1.72,LOW
normal,NORMAL,3.04,LOW
normal,NORMAL,24.77,LOW
normal,ANOMALY,66.84,MEDIUM
neptune,ANOMALY,87.25,HIGH
normal,NORMAL,7.97,LOW
portsweep,ANOMALY,85.38,HIGH
normal,ANOMALY,63.73,MEDIUM
guess_passwd,NORMAL,10.03,LOW
normal,NORMAL,2.56,LOW
neptune,ANOMALY,81.04,HIGH
neptune,ANOMALY,82.99,HIGH
apache2,ANOMALY,76.68,HIGH
normal,NORMAL,11.54,LOW
guess_passwd,NORMAL,28.99,LOW
neptune,ANOMALY,82.45,HIGH
mailbomb,NORMAL,21.12,LOW
snmpguess,NORMAL,26.36,LOW
neptune,ANOMALY,82.15,HIGH
apache2,ANOMALY,56.88,MEDIUM
neptune,ANOMALY,75.76,HIGH
neptune,ANOMALY,80.29,HIGH
satan,ANOMALY,93.43,HIGH
normal,NORMAL,2.44,LOW
neptune,ANOMALY,76.49,HIGH
warezmaster,NORMAL,25.18,LOW
mscan,ANOMALY,75.81,HIGH
neptune,ANOMALY,92.53,HIGH
normal,NORMAL,7.99,LOW
normal,NORMAL,36.53,MEDIUM
mscan,ANOMALY,75.61,HIGH
normal,NORMAL,11.32,LOW
neptune,ANOMALY,76.54,HIGH
normal,NORMAL,2.84,LOW
neptune,ANOMALY,74.36,HIGH
normal,NORMAL,4.1,LOW
smurf,NORMAL,51.32,MEDIUM
normal,NORMAL,1.99,LOW
neptune,ANOMALY,82.45,HIGH
mscan,ANOMALY,79.94,HIGH
neptune,ANOMALY,80.73,HIGH
normal,NORMAL,3.69,LOW
satan,ANOMALY,95.21,HIGH
portsweep,ANOMALY,87.31,HIGH
neptune,ANOMALY,80.52,HIGH
normal,NORMAL,6.63,LOW
saint,ANOMALY,98.38,HIGH
normal,NORMAL,2.17,LOW
normal,NORMAL,6.04,LOW
normal,NORMAL,13.21,LOW
neptune,ANOMALY,80.39,HIGH
normal,NORMAL,1.12,LOW
normal,NORMAL,0.95,LOW
neptune,ANOMALY,87.98,HIGH
normal,NORMAL,13.78,LOW
normal,NORMAL,1.19,LOW
smurf,NORMAL,38.92,MEDIUM
neptune,ANOMALY,80.53,HIGH
neptune,ANOMALY,75.33,HIGH
snmpgetattack,NORMAL,27.23,LOW
normal,NORMAL,4.61,LOW
normal,NORMAL,6.07,LOW
normal,NORMAL,21.07,LOW
normal,NORMAL,1.69,LOW
normal,NORMAL,0.53,LOW
normal,NORMAL,27.04,LOW
normal,NORMAL,24.97,LOW
normal,NORMAL,0.21,LOW
mscan,NORMAL,36.13,MEDIUM
neptune,ANOMALY,86.85,HIGH
normal,NORMAL,2.48,LOW
normal,NORMAL,0.97,LOW
normal,NORMAL,1.36,LOW
normal,NORMAL,4.64,LOW
neptune,ANOMALY,86.57,HIGH
normal,NORMAL,10.56,LOW
named,NORMAL,44.47,MEDIUM
normal,NORMAL,0.62,LOW
normal,NORMAL,16.41,LOW
neptune,ANOMALY,81.91,HIGH
snmpguess,NORMAL,26.41,LOW
normal,NORMAL,2.61,LOW
normal,NORMAL,22.07,LOW
mscan,ANOMALY,80.96,HIGH
portsweep,ANOMALY,73.85,HIGH
normal,NORMAL,1.17,LOW
normal,NORMAL,21.77,LOW
snmpgetattack,NORMAL,26.82,LOW
satan,ANOMALY,91.77,HIGH
processtable,NORMAL,45.92,MEDIUM
mscan,ANOMALY,66.36,MEDIUM
mscan,ANOMALY,64.32,MEDIUM
normal,NORMAL,9.33,LOW
satan,ANOMALY,92.81,HIGH
mscan,ANOMALY,72.69,HIGH
nmap,ANOMALY,82.44,HIGH
normal,ANOMALY,63.66,MEDIUM
warezmaster,NORMAL,28.48,LOW
normal,NORMAL,0.32,LOW
normal,NORMAL,6.97,LOW
neptune,ANOMALY,79.31,HIGH
normal,NORMAL,1.45,LOW
warezmaster,NORMAL,31.95,MEDIUM
neptune,ANOMALY,82.4,HIGH
neptune,ANOMALY,78.37,HIGH
neptune,ANOMALY,73.62,HIGH
warezmaster,NORMAL,27.86,LOW
normal,NORMAL,35.06,MEDIUM
normal,NORMAL,4.39,LOW
normal,NORMAL,34.83,MEDIUM
mailbomb,NORMAL,28.15,LOW
processtable,ANOMALY,56.14,MEDIUM
neptune,ANOMALY,82.11,HIGH
normal,NORMAL,1.17,LOW
warezmaster,NORMAL,23.3,LOW
normal,NORMAL,0.42,LOW
mscan,ANOMALY,77.11,HIGH
normal,NORMAL,0.45,LOW
apache2,ANOMALY,61.62,MEDIUM
guess_passwd,NORMAL,10.46,LOW
normal,NORMAL,0.0,LOW
guess_passwd,NORMAL,9.93,LOW
normal,NORMAL,24.94,LOW
back,NORMAL,42.77,MEDIUM
normal,NORMAL,29.35,LOW
neptune,ANOMALY,81.94,HIGH
warezmaster,NORMAL,29.64,LOW
normal,NORMAL,0.59,LOW
normal,NORMAL,20.54,LOW
neptune,ANOMALY,79.82,HIGH
normal,NORMAL,4.11,LOW
normal,NORMAL,1.88,LOW
portsweep,ANOMALY,80.17,HIGH
normal,NORMAL,2.92,LOW
processtable,ANOMALY,76.45,HIGH
satan,ANOMALY,98.83,HIGH
neptune,ANOMALY,82.12,HIGH
neptune,ANOMALY,81.77,HIGH
mscan,NORMAL,49.11,MEDIUM
normal,NORMAL,2.09,LOW
normal,NORMAL,17.43,LOW
smurf,NORMAL,43.33,MEDIUM
smurf,NORMAL,48.62,MEDIUM
normal,NORMAL,2.62,LOW
normal,NORMAL,2.63,LOW
normal,NORMAL,2.18,LOW
guess_passwd,NORMAL,9.41,LOW
smurf,NORMAL,40.15,MEDIUM
satan,ANOMALY,95.45,HIGH
normal,NORMAL,20.97,LOW
smurf,NORMAL,45.46,MEDIUM
guess_passwd,NORMAL,19.62,LOW
neptune,ANOMALY,76.43,HIGH
normal,ANOMALY,65.46,MEDIUM
normal,NORMAL,5.93,LOW
guess_passwd,NORMAL,9.29,LOW
normal,NORMAL,1.08,LOW
snmpguess,NORMAL,26.45,LOW
normal,NORMAL,0.52,LOW
neptune,ANOMALY,86.94,HIGH
normal,NORMAL,0.87,LOW
warezmaster,NORMAL,23.81,LOW
neptune,ANOMALY,82.02,HIGH
neptune,ANOMALY,79.41,HIGH
httptunnel,ANOMALY,62.5,MEDIUM
satan,ANOMALY,63.94,MEDIUM
normal,NORMAL,6.24,LOW
guess_passwd,NORMAL,9.32,LOW
normal,ANOMALY,61.69,MEDIUM
normal,NORMAL,7.1,LOW
neptune,ANOMALY,80.68,HIGH
neptune,ANOMALY,87.03,HIGH
mscan,ANOMALY,80.1,HIGH
mailbomb,NORMAL,22.95,LOW
neptune,ANOMALY,77.15,HIGH
normal,NORMAL,29.62,LOW
normal,ANOMALY,73.57,HIGH
mscan,ANOMALY,74.41,HIGH
satan,ANOMALY,69.34,MEDIUM
normal,NORMAL,1.39,LOW
neptune,ANOMALY,86.68,HIGH
normal,NORMAL,12.43,LOW
warezmaster,ANOMALY,53.54,MEDIUM
normal,NORMAL,2.43,LOW
neptune,ANOMALY,86.85,HIGH
neptune,ANOMALY,81.19,HIGH
neptune,ANOMALY,81.84,HIGH
normal,NORMAL,18.74,LOW
back,NORMAL,17.05,LOW
normal,NORMAL,0.48,LOW
guess_passwd,NORMAL,23.46,LOW
warezmaster,NORMAL,27.33,LOW
neptune,ANOMALY,75.77,HIGH
processtable,ANOMALY,56.61,MEDIUM
normal,NORMAL,15.18,LOW
neptune,ANOMALY,80.39,HIGH
normal,NORMAL,1.54,LOW
normal,NORMAL,2.2,LOW
normal,NORMAL,0.62,LOW
neptune,ANOMALY,77.61,HIGH
saint,ANOMALY,93.21,HIGH
neptune,ANOMALY,87.02,HIGH
normal,NORMAL,4.65,LOW
mscan,ANOMALY,82.62,HIGH
guess_passwd,NORMAL,21.78,LOW
mscan,ANOMALY,80.89,HIGH
normal,NORMAL,1.47,LOW
normal,NORMAL,0.93,LOW
ipsweep,ANOMALY,51.75,MEDIUM
neptune,ANOMALY,82.27,HIGH
guess_passwd,NORMAL,10.68,LOW
normal,NORMAL,2.6,LOW
neptune,ANOMALY,85.47,HIGH
snmpguess,NORMAL,26.54,LOW
normal,NORMAL,0.47,LOW
snmpgetattack,NORMAL,26.72,LOW
neptune,ANOMALY,80.67,HIGH
normal,NORMAL,3.23,LOW
smurf,ANOMALY,52.82,MEDIUM
normal,NORMAL,3.38,LOW
snmpgetattack,NORMAL,26.5,LOW
normal,ANOMALY,52.28,MEDIUM
smurf,NORMAL,41.28,MEDIUM
snmpguess,NORMAL,26.2,LOW
normal,NORMAL,1.82,LOW
neptune,ANOMALY,81.81,HIGH
normal,NORMAL,18.74,LOW
neptune,ANOMALY,76.45,HIGH
normal,NORMAL,0.4,LOW
normal,NORMAL,6.8,LOW
snmpgetattack,NORMAL,26.93,LOW
normal,NORMAL,24.93,LOW
warezmaster,NORMAL,32.67,MEDIUM
saint,ANOMALY,93.2,HIGH
neptune,ANOMALY,87.13,HIGH
normal,NORMAL,1.52,LOW
neptune,ANOMALY,80.57,HIGH
neptune,ANOMALY,87.03,HIGH
processtable,NORMAL,47.13,MEDIUM
ipsweep,ANOMALY,52.74,MEDIUM
neptune,ANOMALY,87.29,HIGH
normal,NORMAL,5.18,LOW
neptune,ANOMALY,78.22,HIGH
guess_passwd,NORMAL,9.94,LOW
mscan,ANOMALY,79.19,HIGH
warezmaster,NORMAL,34.48,MEDIUM
mscan,ANOMALY,70.33,HIGH
apache2,ANOMALY,60.94,MEDIUM
normal,NORMAL,11.01,LOW
apache2,ANOMALY,59.23,MEDIUM
normal,NORMAL,0.94,LOW
neptune,ANOMALY,85.13,HIGH
neptune,ANOMALY,75.43,HIGH
neptune,ANOMALY,73.23,HIGH
normal,NORMAL,49.72,MEDIUM
processtable,NORMAL,41.4,MEDIUM
normal,NORMAL,0.63,LOW
neptune,ANOMALY,82.56,HIGH
normal,NORMAL,28.33,LOW
smurf,ANOMALY,52.82,MEDIUM
neptune,ANOMALY,76.62,HIGH
back,NORMAL,34.1,MEDIUM
neptune,ANOMALY,81.28,HIGH
normal,NORMAL,49.62,MEDIUM
guess_passwd,NORMAL,9.2,LOW
back,NORMAL,24.15,LOW
smurf,NORMAL,50.5,MEDIUM
neptune,ANOMALY,76.67,HIGH
normal,NORMAL,13.39,LOW
portsweep,ANOMALY,72.6,HIGH
neptune,ANOMALY,82.23,HIGH
normal,NORMAL,49.62,MEDIUM
neptune,ANOMALY,76.19,HIGH
warezmaster,NORMAL,43.72,MEDIUM
normal,NORMAL,18.03,LOW
normal,NORMAL,0.44,LOW
normal,NORMAL,49.72,MEDIUM
normal,NORMAL,2.3,LOW
normal,NORMAL,8.16,LOW
normal,NORMAL,49.69,MEDIUM
neptune,ANOMALY,87.34,HIGH
neptune,ANOMALY,85.72,HIGH
normal,NORMAL,13.6,LOW
normal,NORMAL,28.16,LOW
mscan,ANOMALY,78.82,HIGH
satan,ANOMALY,93.91,HIGH
normal,NORMAL,28.92,LOW
mailbomb,NORMAL,24.98,LOW
processtable,ANOMALY,75.89,HIGH
normal,NORMAL,3.15,LOW
mscan,ANOMALY,69.4,MEDIUM
neptune,ANOMALY,82.36,HIGH
normal,NORMAL,2.35,LOW
neptune,ANOMALY,75.5,HIGH
normal,ANOMALY,56.89,MEDIUM
apache2,NORMAL,45.47,MEDIUM
normal,NORMAL,1.37,LOW
processtable,NORMAL,51.59,MEDIUM
neptune,ANOMALY,82.57,HIGH
neptune,ANOMALY,76.11,HIGH
normal,NORMAL,3.54,LOW
normal,NORMAL,2.2,LOW
back,NORMAL,16.93,LOW
back,NORMAL,41.03,MEDIUM
guess_passwd,NORMAL,11.0,LOW
mscan,ANOMALY,79.32,HIGH
normal,NORMAL,1.66,LOW
normal,NORMAL,0.43,LOW
guess_passwd,NORMAL,10.23,LOW
normal,NORMAL,49.62,MEDIUM
normal,NORMAL,4.43,LOW
neptune,ANOMALY,80.59,HIGH
neptune,ANOMALY,80.51,HIGH
smurf,ANOMALY,54.19,MEDIUM
apache2,ANOMALY,55.57,MEDIUM
neptune,ANOMALY,92.97,HIGH
neptune,ANOMALY,80.39,HIGH
apache2,NORMAL,48.73,MEDIUM
guess_passwd,NORMAL,27.85,LOW
normal,NORMAL,35.91,MEDIUM
portsweep,ANOMALY,79.6,HIGH
neptune,ANOMALY,82.54,HIGH
neptune,ANOMALY,74.36,HIGH
normal,NORMAL,1.15,LOW
back,NORMAL,16.44,LOW
normal,NORMAL,22.36,LOW
normal,NORMAL,22.25,LOW
neptune,ANOMALY,87.3,HIGH
normal,NORMAL,4.0,LOW
normal,NORMAL,7.43,LOW
mscan,ANOMALY,77.92,HIGH
saint,ANOMALY,93.22,HIGH
normal,NORMAL,7.55,LOW
normal,NORMAL,0.47,LOW
neptune,ANOMALY,77.09,HIGH
nmap,ANOMALY,82.96,HIGH
normal,NORMAL,2.73,LOW
normal,NORMAL,2.13,LOW
neptune,ANOMALY,74.82,HIGH
mscan,ANOMALY,75.93,HIGH
saint,ANOMALY,93.46,HIGH
neptune,ANOMALY,74.75,HIGH
normal,NORMAL,26.63,LOW
mscan,ANOMALY,64.02,MEDIUM
normal,NORMAL,3.67,LOW
guess_passwd,NORMAL,11.14,LOW
processtable,NORMAL,51.69,MEDIUM
satan,ANOMALY,67.48,MEDIUM
normal,NORMAL,0.66,LOW
normal,NORMAL,21.98,LOW
neptune,ANOMALY,81.85,HIGH
normal,NORMAL,19.41,LOW
neptune,ANOMALY,83.64,HIGH
neptune,ANOMALY,74.53,HIGH
mscan,ANOMALY,65.32,MEDIUM
processtable,ANOMALY,80.57,HIGH
normal,NORMAL,3.1,LOW
normal,NORMAL,0.53,LOW
normal,ANOMALY,66.64,MEDIUM
normal,NORMAL,0.58,LOW
normal,NORMAL,16.54,LOW
apache2,ANOMALY,57.31,MEDIUM
neptune,ANOMALY,82.06,HIGH
normal,NORMAL,2.65,LOW
normal,NORMAL,1.59,LOW
neptune,ANOMALY,91.79,HIGH
normal,ANOMALY,68.03,MEDIUM
satan,ANOMALY,98.85,HIGH
apache2,ANOMALY,63.43,MEDIUM
normal,NORMAL,0.46,LOW
smurf,NORMAL,49.55,MEDIUM
neptune,ANOMALY,83.71,HIGH
snmpguess,NORMAL,26.59,LOW
mailbomb,NORMAL,18.36,LOW
normal,NORMAL,0.68,LOW
snmpguess,NORMAL,26.71,LOW
mscan,ANOMALY,67.45,MEDIUM
processtable,NORMAL,42.9,MEDIUM
neptune,ANOMALY,81.91,HIGH
normal,NORMAL,2.73,LOW
apache2,ANOMALY,58.03,MEDIUM
normal,NORMAL,1.22,LOW
normal,NORMAL,2.58,LOW
warezmaster,NORMAL,35.61,MEDIUM
neptune,ANOMALY,81.26,HIGH
smurf,NORMAL,51.74,MEDIUM
normal,NORMAL,35.75,MEDIUM
ipsweep,NORMAL,51.71,MEDIUM
neptune,ANOMALY,78.17,HIGH
neptune,ANOMALY,82.11,HIGH
normal,NORMAL,26.63,LOW
snmpguess,NORMAL,26.35,LOW
normal,NORMAL,18.22,LOW
neptune,ANOMALY,83.18,HIGH
normal,NORMAL,1.57,LOW
normal,NORMAL,16.41,LOW
guess_passwd,NORMAL,9.46,LOW
mscan,ANOMALY,75.33,HIGH
normal,NORMAL,3.12,LOW
guess_passwd,NORMAL,9.4,LOW
mscan,ANOMALY,72.38,HIGH
neptune,ANOMALY,81.24,HIGH
warezmaster,NORMAL,39.01,MEDIUM
normal,NORMAL,4.85,LOW
neptune,ANOMALY,70.67,HIGH
processtable,ANOMALY,55.98,MEDIUM
snmpguess,NORMAL,26.41,LOW
apache2,ANOMALY,55.33,MEDIUM
normal,NORMAL,0.46,LOW
processtable,NORMAL,43.61,MEDIUM
apache2,ANOMALY,59.98,MEDIUM
normal,NORMAL,1.37,LOW
neptune,ANOMALY,86.72,HIGH
satan,ANOMALY,92.5,HIGH
neptune,ANOMALY,74.97,HIGH
neptune,ANOMALY,80.99,HIGH
processtable,ANOMALY,63.95,MEDIUM
normal,NORMAL,35.02,MEDIUM
normal,NORMAL,2.42,LOW
normal,NORMAL,0.52,LOW
guess_passwd,NORMAL,27.44,LOW
normal,NORMAL,9.88,LOW
neptune,ANOMALY,75.7,HIGH
normal,NORMAL,2.98,LOW
smurf,NORMAL,41.91,MEDIUM
back,NORMAL,18.42,LOW
normal,NORMAL,49.69,MEDIUM
normal,NORMAL,28.1,LOW
neptune,ANOMALY,85.96,HIGH
neptune,ANOMALY,86.25,HIGH
guess_passwd,NORMAL,21.7,LOW
processtable,ANOMALY,56.68,MEDIUM
guess_passwd,NORMAL,21.79,LOW
neptune,ANOMALY,80.47,HIGH
normal,NORMAL,0.32,LOW
smurf,ANOMALY,51.97,MEDIUM
snmpgetattack,NORMAL,26.99,LOW
satan,ANOMALY,65.36,MEDIUM
normal,NORMAL,0.33,LOW
apache2,ANOMALY,57.83,MEDIUM
neptune,ANOMALY,75.04,HIGH
normal,NORMAL,25.29,LOW
normal,NORMAL,0.41,LOW
back,NORMAL,10.55,LOW
guess_passwd,NORMAL,9.37,LOW
normal,NORMAL,0.98,LOW
httptunnel,NORMAL,45.84,MEDIUM
warezmaster,NORMAL,26.19,LOW
normal,NORMAL,0.98,LOW
neptune,ANOMALY,80.82,HIGH
mscan,ANOMALY,76.95,HIGH
apache2,ANOMALY,77.22,HIGH
httptunnel,ANOMALY,61.29,MEDIUM
normal,NORMAL,42.05,MEDIUM
normal,NORMAL,1.01,LOW
normal,NORMAL,1.26,LOW
smurf,NORMAL,49.77,MEDIUM
normal,NORMAL,2.66,LOW
smurf,ANOMALY,52.19,MEDIUM
back,NORMAL,15.36,LOW
normal,NORMAL,4.44,LOW
normal,NORMAL,20.66,LOW
processtable,NORMAL,45.91,MEDIUM
normal,NORMAL,2.7,LOW
normal,NORMAL,2.02,LOW
snmpguess,NORMAL,26.2,LOW
neptune,ANOMALY,80.0,HIGH
normal,NORMAL,1.95,LOW
normal,NORMAL,0.25,LOW
normal,NORMAL,15.77,LOW
neptune,ANOMALY,76.87,HIGH
mailbomb,NORMAL,24.9,LOW
smurf,ANOMALY,52.19,MEDIUM
satan,ANOMALY,67.29,MEDIUM
normal,NORMAL,0.94,LOW
normal,NORMAL,1.28,LOW
neptune,ANOMALY,79.57,HIGH
mailbomb,NORMAL,31.71,MEDIUM
neptune,ANOMALY,80.46,HIGH
normal,NORMAL,50.56,MEDIUM
normal,NORMAL,5.67,LOW
neptune,ANOMALY,82.4,HIGH
normal,NORMAL,39.31,MEDIUM
normal,NORMAL,13.07,LOW
normal,NORMAL,16.45,LOW
portsweep,ANOMALY,76.23,HIGH
neptune,ANOMALY,81.81,HIGH
normal,NORMAL,4.36,LOW
neptune,ANOMALY,86.67,HIGH
smurf,ANOMALY,58.54,MEDIUM
mscan,ANOMALY,76.96,HIGH
normal,NORMAL,2.4,LOW
processtable,NORMAL,40.29,MEDIUM
portsweep,NORMAL,44.29,MEDIUM
back,NORMAL,14.53,LOW
neptune,ANOMALY,75.77,HIGH
normal,NORMAL,22.71,LOW
normal,NORMAL,23.86,LOW
normal,NORMAL,1.6,LOW
neptune,ANOMALY,83.77,HIGH
mscan,NORMAL,41.29,MEDIUM
normal,NORMAL,1.78,LOW
back,NORMAL,23.42,LOW
normal,NORMAL,1.38,LOW
guess_passwd,NORMAL,20.3,LOW
neptune,ANOMALY,79.2,HIGH
mscan,ANOMALY,78.84,HIGH
smurf,NORMAL,41.07,MEDIUM
normal,NORMAL,49.62,MEDIUM
normal,NORMAL,19.59,LOW
normal,NORMAL,1.36,LOW
normal,NORMAL,18.85,LOW
normal,NORMAL,15.75,LOW
normal,NORMAL,2.09,LOW
smurf,NORMAL,35.5,MEDIUM
processtable,ANOMALY,55.21,MEDIUM
neptune,ANOMALY,81.32,HIGH
guess_passwd,NORMAL,28.52,LOW
normal,NORMAL,43.89,MEDIUM
normal,NORMAL,1.99,LOW
normal,NORMAL,1.78,LOW
guess_passwd,NORMAL,20.72,LOW
neptune,ANOMALY,74.96,HIGH
ipsweep,ANOMALY,51.75,MEDIUM
satan,ANOMALY,53.89,MEDIUM
normal,NORMAL,39.23,MEDIUM
normal,NORMAL,44.83,MEDIUM
neptune,ANOMALY,82.2,HIGH
mscan,ANOMALY,80.87,HIGH
normal,NORMAL,33.8,MEDIUM
normal,NORMAL,0.82,LOW
nmap,ANOMALY,81.95,HIGH
normal,NORMAL,29.04,LOW
normal,NORMAL,32.27,MEDIUM
smurf,ANOMALY,53.62,MEDIUM
neptune,ANOMALY,80.78,HIGH
normal,ANOMALY,63.16,MEDIUM
normal,NORMAL,1.49,LOW
normal,NORMAL,29.57,LOW
normal,NORMAL,1.94,LOW
satan,ANOMALY,66.96,MEDIUM
normal,NORMAL,2.16,LOW
normal,NORMAL,0.38,LOW
warezmaster,NORMAL,33.56,MEDIUM
neptune,ANOMALY,81.37,HIGH
normal,NORMAL,39.72,MEDIUM
neptune,ANOMALY,76.56,HIGH
normal,NORMAL,2.23,LOW
apache2,ANOMALY,75.32,HIGH
neptune,ANOMALY,81.39,HIGH
processtable,ANOMALY,66.87,MEDIUM
normal,NORMAL,5.69,LOW
normal,NORMAL,0.53,LOW
back,NORMAL,15.3,LOW
back,NORMAL,18.07,LOW
